,,,,,SECURED,SECURED,SALES,JV,EARNINGS,CONT,BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151492,Sanofi Pasteur B55 GCI BSL3 Fitout,300330,Philadelphia Main,Project,2015,2015.DEC,,N,P,CP,004,,40 ,7," $119,613 "," $259,546 "," $1,074,057 "," $2,111,131 "," $1,908,413 "," $2,041,236 "," $2,185,252 "," $1,468,273 "," $1,690,599 "," $1,685,821 "," $1,414,207 "," $540,156 "," $479,080 "," $360,796 "," $220,625 "," $342,451 "," $214,105 "," $104,369 "," $50,510 "," $137,216 "," $19,487 "," $23,225 "," $24,696 "," $22,483 "," $76,185 "," $35,463 "," $14,774 ", $209 , $(847)," $98,398 ", $32 , $2 , $6 ," $103,398 "," $12,830 ", $0 ," $2,535 "," $(2,047)", $2 , $(656), $7 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160017,Cleveland Heights Schools,300374,Cleveland Main,Project,2017,2017.MAY,,N,P,CG,006,,37 ,8," $65,445 "," $246,774 "," $218,016 "," $(206,863)"," $11,647 "," $10,340 "," $4,378 "," $210,631 "," $26,828 "," $234,802 "," $1,099,228 "," $452,374 "," $79,510 "," $1,388,297 "," $1,026,707 "," $2,458,575 "," $1,453,177 "," $2,279,327 "," $2,546,725 "," $2,723,001 "," $2,604,447 "," $2,157,213 "," $2,502,641 "," $1,414,666 "," $1,259,065 "," $307,377 "," $540,978 "," $697,557 "," $192,323 "," $740,583 "," $59,835 "," $29,737 "," $31,264 "," $3,508 "," $(1,582)"," $18,213 "," $23,612 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160151,Boeing 40-88 Elevator Modernization,300421,Seattle SPD,Project,2016,2016.JAN,,N,P,CP,001,,26 ,2," $317,833 "," $8,952 "," $14,815 "," $11,993 "," $16,975 "," $32,918 "," $225,543 "," $39,429 "," $46,967 "," $188,869 "," $62,697 "," $145,258 "," $55,810 "," $145,785 "," $49,963 "," $46,027 "," $39,276 "," $10,376 "," $1,743 "," $20,505 "," $2,486 "," $26,524 "," $7,595 ", $216 , $80 , $(1)," $6,709 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160171,Verizon Service Work,300400,Dallas Main,Project,2016,2016.FEB,,N,P,LS,003,,48 ,3," $12,916 "," $1,128 "," $45,557 "," $7,213 "," $77,042 "," $1,316 ", $175 ," $42,884 "," $11,255 "," $1,634 "," $11,538 "," $172,946 "," $14,879 "," $50,739 "," $10,857 "," $86,670 "," $138,963 "," $68,216 "," $2,442 "," $9,016 "," $44,275 "," $60,983 "," $19,180 "," $136,495 ", $471 ," $73,740 "," $2,004 "," $65,946 "," $152,878 "," $128,733 "," $41,333 "," $17,401 "," $189,486 "," $17,345 "," $59,423 "," $213,323 "," $352,015 "," $144,083 "," $154,554 "," $197,693 "," $168,741 "," $93,334 "," $14,840 "," $158,501 "," $11,930 "," $8,664 "," $32,959 "," $53,075 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160309,Bridgeport Hospital AHU Replacements,300204,Connecticut SPD,Project,2017,2017.MAR,,N,P,CG,008,,26 ,3," $90,684 "," $2,993 "," $437,757 "," $228,062 "," $10,613 "," $570,772 "," $273,303 "," $302,707 "," $120,626 "," $13,539 "," $139,358 "," $65,777 "," $65,275 "," $16,848 "," $74,603 "," $20,046 "," $14,144 "," $30,105 "," $1,319 "," $26,391 "," $49,811 "," $11,740 "," $1,590 "," $4,724 ", $714 , $342 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160402,Canopy by Hilton,300372,Columbus Main,Project,2017,2017.JUL,,N,P,CG,015,,34 ,8," $9,836 "," $294,800 "," $783,652 "," $377,488 "," $1,098,658 "," $586,866 "," $529,607 "," $1,167,031 "," $1,039,972 "," $1,963,223 "," $1,670,437 "," $2,012,625 "," $1,960,402 "," $2,191,444 "," $2,787,419 "," $2,708,672 "," $2,780,799 "," $1,474,948 "," $1,333,341 "," $1,311,124 "," $1,010,090 "," $1,246,017 "," $982,477 "," $562,867 "," $266,936 "," $(7,067)"," $(7,798)", $0 ," $342,318 "," $73,480 "," $193,847 "," $73,931 "," $2,379 ", $693 , $334 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160468,10 Exchange Place Lobby Renovation,323109,MEP New Jersey,Project,2016,2016.APR,,N,M,LS,001,,1 ,1," $3,945 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160500,CANON USA - Remediation Work,300220,NY Main,Project,2016,2016.MAY,,N,P,CG,001,,6 ,1," $12,960 "," $(6,867)"," $(6,093)"," $(131,617)"," $11,617 "," $(5,627)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160523,Turner Self Perform - Qtr 2 (2016) GLI,300221,NY Interiors,Project,2016,2016.APR,,N,P,LS,001,,3 ,1," $(1,516)"," $1,516 "," $(5,015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160712,Dallas SPO Ð Stonebridge Cherry Creek,300408,Dallas SPO,Project,2016,2016.JUN,,N,P,LS,015,,11 ,3," $1,744,998 "," $419,839 "," $487,807 "," $458,540 "," $424,009 "," $69,551 "," $23,622 "," $18,024 "," $11,327 "," $60,102 "," $31,309 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160738,NWH Core Lab Relocation Precon,300204,Connecticut SPD,Project,2016,2016.JUL,,N,P,LS,008,,5 ,1," $15,841 ", $987 , $391 ," $6,903 ", $(6), $0 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160740,Family Practice and Urgent Care,300402,Houston Main,Project,2016,2016.JUN,,N,P,CG,008,,0 ,1, $1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160760,SUNY Albany ETEC 2020,300222,NY North,Project,2016,2016.OCT,,N,P,M,005,,48 ,4," $32,529 "," $88,232 "," $18,452 "," $20,638 "," $170,756 "," $184,660 "," $98,408 "," $77,997 "," $59,438 "," $48,439 "," $35,182 "," $54,129 "," $56,484 "," $56,563 "," $53,223 "," $42,024 "," $45,481 "," $65,581 "," $69,263 "," $92,257 "," $76,743 "," $79,502 "," $125,739 "," $86,178 "," $69,288 "," $84,128 "," $110,090 "," $82,116 "," $163,929 "," $143,372 "," $108,190 "," $144,374 "," $132,690 "," $124,534 "," $118,355 "," $115,950 "," $149,049 "," $112,924 "," $117,604 "," $118,188 "," $93,609 "," $91,937 "," $225,547 "," $105,425 "," $123,076 "," $131,432 "," $100,932 "," $148,807 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160777,Crile Food Emporium,300375,Cleveland SPD,Project,2017,2017.JUL,,N,P,CG,008,,32 ,5," $7,388 "," $206,101 "," $240,228 "," $621,335 "," $488,875 "," $489,557 "," $1,453,602 "," $998,000 "," $899,736 "," $451,338 "," $56,840 "," $26,568 "," $3,499 "," $163,332 ", $348 , $(2)," $(107,209)"," $9,208 "," $23,839 "," $54,626 "," $1,156 "," $(18,605)", $(1)," $59,825 ", $537 , $396 ," $2,366 "," $182,948 ", $96 , $0 ," $1,397 "," $15,026 ", $0 , $(0)," $5,306 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160870,SCSU Health Building - CA - PRECON,300203,Connecticut Main,Project,2016,2016.JUL,,N,P,M,005,,38 ,1," $1,630 "," $12,035 "," $23,167 "," $25,961 "," $1,653 "," $11,900 "," $1,010 ", $430 , $(4), $875 ," $19,751 "," $21,679 ", $991 ," $9,611 ", $773 , $427 ," $2,604 "," $29,111 "," $17,904 "," $14,103 "," $13,734 "," $12,408 "," $10,254 "," $35,289 "," $13,931 "," $12,652 "," $16,176 ", $574 , $132 , $479 ," $1,033 ", $625 , $396 , $698 , $694 , $773 , $615 , $802 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160876,Kaiser - Patient Lifts (Manteca),300451,Bay Area SPD,Project,2016,2016.JUL,,N,P,CP,008,,18 ,1," $3,649 "," $4,458 "," $2,108 "," $4,466 "," $1,599 ", $193 , $336 ," $2,416 "," $15,393 "," $313,216 "," $156,378 "," $1,802 "," $3,683 "," $1,785 ", $(36), $(18), $0 , $0 , $(0), $(0), $117 , $(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160901,Nord Anglia Windermere Prep Theater,300356,Orlando SPD,Project,2017,2017.JUN,,N,P,CG,006,,23 ,7," $413,610 "," $844,185 "," $852,910 "," $1,311,696 "," $964,480 "," $1,689,236 "," $1,010,270 "," $1,451,179 "," $1,048,325 "," $968,727 "," $1,468,463 "," $1,513,773 "," $1,563,349 "," $463,914 "," $301,592 "," $209,477 "," $36,263 "," $68,684 "," $(12,417)", $803 ," $20,660 "," $3,757 ", $675 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160925,QTS - DC2 Shell,300400,Dallas Main,Project,2017,2017.SEP,,N,P,CG,003,,19 ,5," $293,546 "," $530,204 "," $611,409 "," $289,107 "," $424,101 "," $1,038,242 "," $766,572 "," $439,567 "," $450,880 "," $638,874 "," $399,525 "," $297,004 "," $411,353 "," $22,367 "," $20,710 "," $(7,732)"," $(1,975)", $(3), $0 , $(0)," $24,015 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160935,TSP Queens Plaza B1 - HM Client Direct,323406,ARCH NY Main,Project,2016,2016.AUG,,N,M,LS,015,,29 ,2," $217,407 "," $57,876 "," $349,140 "," $6,547 "," $23,886 "," $223,298 "," $18,352 ", $633 ," $2,233 ", $657 ," $54,730 "," $122,926 "," $1,987 ", $(173), $0 ," $1,842 ", $760 , $(0), $(12)," $9,263 "," $12,630 "," $2,287 "," $(2,287)"," $73,774 "," $25,213 ", $1 ," $10,832 ", $190 , $537 , $535 ," $21,669 "," $19,085 ", $0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160971,NYU 181 Mercer,300220,NY Main,Project,2017,2017.JAN,,N,P,CGS,005,,46 ,10," $2,132,009 "," $4,911,930 "," $4,574,895 "," $2,979,027 "," $2,699,342 "," $2,269,150 "," $2,483,850 "," $2,150,118 "," $1,401,559 "," $1,106,762 "," $9,059,649 "," $2,711,026 "," $4,523,695 "," $2,947,445 "," $4,808,105 "," $5,317,029 "," $7,081,769 "," $7,881,446 "," $7,090,340 "," $9,101,152 "," $10,572,912 "," $7,235,230 "," $7,232,995 "," $9,281,084 "," $12,106,262 "," $8,998,912 "," $6,403,150 "," $12,925,559 "," $11,757,350 "," $17,183,482 "," $16,024,294 "," $18,199,963 "," $19,370,076 "," $19,757,775 "," $16,901,642 "," $14,922,926 "," $19,610,235 "," $14,551,045 "," $5,921,183 "," $15,010,597 "," $16,080,177 "," $17,184,925 "," $21,343,605 "," $20,575,759 "," $20,616,501 "," $19,635,064 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160993,525 William Penn Place Precon,300333,Pittsburgh SPD,Project,2016,2016.AUG,,N,P,LS,001,,25 ,1, $867 ," $4,300 "," $20,634 "," $12,737 "," $8,284 "," $6,945 "," $7,003 "," $15,794 "," $18,261 "," $29,703 "," $25,354 "," $14,759 "," $14,568 "," $7,379 ", $782 , $523 ," $(26,021)", $199 , $4 , $678 , $242 , $65 , $830 , $324 , $(148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161044,Bridgeport Hosp - Elec. Upgrades Phase 2,323102,MEP Connecticut,Project,2016,2016.AUG,,N,M,CG,008,,5 ,1," $258,082 "," $28,676 "," $2,500 "," $15,093 "," $2,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161065,UHS Palmdale CT Replacement - Validation,300476,Southern Cal Main,Project,2016,2016.SEP,,N,P,CG,008,,14 ,1," $1,044 ", $52 , $25 ," $2,031 "," $1,984 "," $3,102 "," $8,011 ", $116 , $215 ," $1,157 "," $3,111 ", $819 , $25 , $6 , $(0), $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161078,Gerding - 11W,300425,Portland Main,Project,2016,2016.SEP,,N,P,CG,015,,10 ,1," $330,874 "," $8,078 "," $2,095 ", $7 , $133 , $911 , $679 ," $(28,055)", $527 ," $(215,248)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161081,YNHH Simulation Center Relocation,323102,MEP Connecticut,Project,2016,2016.SEP,,N,M,CG,008,,3 ,1," $65,550 "," $1,000 "," $3,450 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161087,St Peter's Ambulatory Care Center Precon,300222,NY North,Project,2016,2016.SEP,,Y,P,LS,008,,7 ,1," $52,378 "," $(20,923)"," $22,496 ", $(978)," $3,186 ", $55 , $47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161090,CHOP Buerger Center PH2 Infrastructure,323104,MEP Philadelphia,Project,2016,2016.SEP,,N,M,CG,008,,3 ,1," $179,910 "," $19,990 "," $5,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161091,AEDC FARM IDIQ,300365,Nashville Main,Project,2016,2016.SEP,,N,P,LS,004,,18 ,1," $1,184 ", $183 ," $7,995 ", $636 ," $2,208 "," $193,858 "," $231,939 "," $20,554 "," $25,876 "," $10,580 ", $243 , $(4), $(2), $0 , $221 , $17 , $2 , $187 , $1 , $(0), $368 , $(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161109,Buffalo State College Bishop Hall Renos.,300222,NY North,Project,2017,2017.JUL,,N,P,CG,005,,35 ,7," $79,078 "," $513,723 "," $410,802 "," $772,299 "," $679,048 "," $853,375 "," $972,470 "," $1,045,402 "," $1,268,492 "," $1,416,161 "," $1,319,149 "," $1,599,717 "," $903,795 "," $306,063 "," $265,966 ", $485 ," $193,330 "," $212,329 "," $13,274 "," $84,743 ", $(386)," $14,395 "," $1,538 ", $66 , $469 ," $24,734 ", $(367), $14 , $(3), $(0), $56 , $372 ," $(7,279)", $971 , $269 ," $7,965 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161160,CCF NICI User Change Requests,323124,MEP Miami,Project,2016,2016.OCT,,N,M,CP,008,,1 ,1," $3,440 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161161,YNHH SRC CT Scanner Replacement,300204,Connecticut SPD,Project,2016,2016.OCT,,N,P,CG,008,,34 ,3," $15,369 "," $236,803 "," $64,158 "," $269,599 "," $442,494 "," $205,464 "," $321,263 "," $17,057 "," $47,395 "," $38,060 "," $343,010 "," $309,736 "," $180,020 "," $43,617 "," $21,415 "," $6,699 "," $29,895 "," $38,619 "," $12,248 "," $2,456 ", $72 ," $14,132 "," $2,145 ", $525 , $593 , $270 , $716 , $716 ," $2,528 "," $2,514 "," $5,703 "," $3,335 ", $762 , $4 , $1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161164,YNHH SRC MRI Suite Relocation,300204,Connecticut SPD,Project,2016,2016.NOV,,N,P,CG,008,,29 ,3," $17,598 "," $261,341 "," $68,121 "," $221,723 "," $173,354 "," $432,765 "," $970,914 "," $28,497 "," $498,655 "," $246,906 "," $65,539 "," $57,171 "," $52,868 "," $24,440 "," $38,478 "," $1,171 "," $26,142 "," $16,096 "," $20,095 ", $553 ," $18,216 ", $496 ," $60,740 "," $8,411 "," $6,911 "," $4,104 ", $1 ," $1,317 ", $2 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161165,YNHH SRC IR-7 Project,300204,Connecticut SPD,Project,2017,2017.JAN,,N,P,CG,008,,35 ,2," $3,800 "," $26,586 "," $21,942 "," $5,254 "," $153,170 "," $71,179 "," $215,115 "," $12,225 "," $71,518 "," $232,635 "," $148,220 "," $41,218 "," $24,451 "," $6,743 "," $9,536 "," $24,106 "," $13,183 "," $7,157 ", $403 ," $14,798 "," $1,605 "," $19,643 "," $34,488 "," $9,288 "," $5,826 "," $5,052 "," $3,726 ", $11 , $1 , $(0), $351 , $699 , $695 , $689 , $776 , $689 , $750 , $0 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161171,Bridgeport Hospital Hybrid OR,323102,MEP Connecticut,Project,2016,2016.OCT,,N,M,CG,008,,2 ,1," $42,013 ", $254 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161187,YNHH SRC CT / MRI Infrastructure,323102,MEP Connecticut,Project,2016,2016.OCT,,N,M,CG,008,,7 ,1," $45,557 "," $5,000 "," $314,483 "," $189,000 "," $42,444 "," $1,000 "," $34,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161188,Sacred Heart U - Bennett Hall Reno,323102,MEP Connecticut,Project,2016,2016.OCT,,N,M,CG,005,,13 ,2," $175,356 "," $354,156 "," $340,784 "," $5,000 "," $137,348 "," $76,887 "," $8,210 "," $2,509 "," $1,634 "," $1,000 ", $821 ," $(59,173)"," $1,988 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161190,Merrill Place Theater Bldg - PRECON,300421,Seattle SPD,Project,2016,2016.OCT,,N,P,CG,001,,11 ,1," $1,140 ", $314 ," $2,783 "," $1,272 "," $4,203 "," $1,327 "," $15,436 "," $18,651 "," $1,317 "," $2,088 ", $(109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161191,ONE Citi - Trading Floors,300221,NY Interiors,Project,2016,2016.NOV,,N,P,CGS,001,,43 ,9," $157,534 "," $612,232 "," $1,459,550 "," $783,950 "," $1,712,891 "," $2,386,029 "," $1,523,993 "," $2,063,676 "," $2,705,104 "," $1,616,664 "," $1,558,461 "," $1,644,180 "," $1,790,205 "," $1,018,467 "," $454,381 "," $2,275,936 "," $2,617,913 "," $4,089,043 "," $3,412,232 "," $3,691,922 "," $2,439,691 "," $1,870,545 "," $1,569,050 "," $957,040 "," $614,749 "," $1,293,006 "," $2,048,716 "," $3,292,289 "," $3,955,639 "," $3,238,763 "," $3,506,043 "," $2,789,462 "," $2,327,359 "," $710,542 "," $155,111 "," $511,189 "," $313,682 "," $173,818 "," $566,569 "," $947,132 "," $572,650 "," $2,084,047 "," $2,437,508 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161197,MUFG National Program - Texas,300221,NY Interiors,Project,2016,2016.OCT,,N,P,LS,002,,18 ,2," $956,258 "," $207,296 "," $17,815 "," $3,328 "," $97,637 ", $64 , $513 , $(1), $60 ," $46,257 ", $473 , $(4), $77 , $0 ," $5,694 ", $39 , $(0), $21 , $(31), $0 , $654 , $63 , $(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161198,MUFG National Program - Florida,300221,NY Interiors,Project,2016,2016.OCT,,N,P,LS,002,,19 ,4," $2,411,907 "," $378,253 "," $276,630 "," $3,747 "," $260,480 "," $68,750 "," $184,188 ", $341 ," $84,084 ", $453 , $(21), $46 , $0 ," $8,808 "," $201,191 "," $141,478 ", $963 , $(9)," $17,136 ", $11 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161206,MUFG National Program - Illinois,300221,NY Interiors,Project,2016,2016.OCT,,N,P,LS,002,,14 ,1, $400 ," $10,737 "," $(10,441)", $15 , $99 , $55 , $(1), $(247), $13 , $2 , $(0), $(0), $80 , $62 , $(1), $36 , $(0), $7 , $1 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161208,Cornell Tech - The Bridge Fit-Out,323107,MEP NY Interiors,Project,2016,2016.OCT,,N,M,CP,005,,8 ,1," $304,979 "," $217,987 "," $173,045 "," $14,255 "," $6,619 "," $11,497 "," $3,183 "," $10,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161210,CHOP BCC Level 13 Penthouse - Phase 2,323104,MEP Philadelphia,Project,2016,2016.OCT,,N,M,CP,008,,37 ,7," $1,828,121 "," $2,242,079 "," $1,430,237 "," $1,517,206 "," $1,986,785 "," $268,546 "," $3,018,428 "," $2,284,197 "," $174,567 "," $3,440,748 "," $250,501 "," $431,016 "," $942,305 "," $937,137 "," $397,393 "," $226,180 "," $18,041 "," $374,354 "," $448,076 "," $511,114 "," $635,514 "," $190,513 "," $30,000 "," $80,196 "," $10,000 "," $105,038 "," $228,728 "," $122,692 "," $2,611 "," $8,461 "," $73,580 "," $198,352 "," $2,000 "," $13,000 "," $2,838 "," $143,812 "," $11,477 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161229,TSP Queens Plaza Building A - Casework,323406,ARCH NY Main,Project,2016,2016.OCT,,N,M,LS,015,,19 ,2," $100,000 "," $182,857 "," $93,169 "," $222,125 "," $35,000 "," $276,087 "," $275,582 "," $34,846 "," $189,822 "," $41,182 "," $33,794 "," $26,986 "," $132,825 "," $8,297 "," $43,116 "," $48,297 "," $25,000 "," $40,020 "," $(8,297)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161230,SFO T2 Control Tower (ATCT) Demo & Imp.,323131,MEP San Fran Main,Project,2016,2016.OCT,,N,M,CP,014,,3 ,1," $19,294 "," $217,371 "," $1,025 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161232,Stonebridge Cherry Creek Hotel,323118,MEP Denver,Project,2016,2016.NOV,,N,M,LS,015,,24 ,2," $207,396 "," $3,372 "," $206,945 "," $170,220 "," $352,892 "," $7,139 "," $6,997 "," $5,152 "," $5,537 "," $16,473 "," $24,880 "," $7,376 "," $10,374 "," $25,679 "," $16,831 "," $10,855 "," $13,177 "," $6,977 "," $6,017 "," $31,566 "," $67,260 ", $405 ," $7,554 "," $1,728 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161239,NYU Langone Huntington Medical Group,300221,NY Interiors,Project,2017,2017.FEB,,N,P,LS,008,,45 ,5," $44,229 "," $199,154 "," $491,716 "," $308,844 "," $512,608 "," $209,160 "," $328,186 "," $137,512 "," $109,118 "," $29,558 "," $14,663 "," $365,228 "," $320,174 "," $437,410 "," $417,023 "," $276,318 "," $135,495 "," $58,759 "," $138,789 "," $176,814 "," $56,004 "," $52,761 "," $60,498 "," $24,695 "," $98,457 "," $130,424 "," $397,262 "," $54,187 "," $43,134 "," $75,265 "," $153,927 "," $17,131 "," $19,495 "," $31,205 "," $22,575 "," $14,929 "," $17,878 "," $5,818 "," $2,037 "," $1,898 ", $54 ," $3,365 "," $5,906 ", $628 ," $36,548 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161244,TNB HQ Campus,527601,Turner International Malaysia Sdn Bhd,Project,2016,2016.OCT,,N,P,M,001,,46 ,3," $135,344 "," $67,439 "," $80,730 "," $61,053 "," $65,529 "," $90,642 "," $108,296 "," $50,833 "," $119,756 "," $77,031 "," $107,930 "," $40,292 "," $46,024 "," $35,306 "," $113,579 "," $56,499 "," $67,449 "," $60,943 "," $75,414 "," $66,251 "," $119,238 "," $147,474 "," $45,068 "," $54,451 "," $86,995 "," $90,962 "," $57,999 "," $82,476 "," $67,838 "," $69,746 "," $81,198 "," $79,060 "," $77,350 "," $160,850 "," $66,828 "," $69,703 "," $100,157 "," $72,224 "," $48,870 "," $72,685 "," $61,591 "," $64,121 "," $73,052 "," $68,535 "," $64,846 "," $129,971 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161250,PepsiCo 350 Columbus - 2nd Floor Reno,300204,Connecticut SPD,Project,2017,2017.JAN,,N,P,CG,001,,23 ,3," $188,959 "," $304,741 "," $401,654 "," $723,763 "," $552,737 "," $220,757 "," $94,779 "," $27,452 "," $128,058 "," $1,906 "," $2,523 ", $160 , $9 , $38 ," $2,207 ", $40 , $(0)," $2,188 ", $(34), $335 , $513 , $416 , $11 , $3 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161254,Covenant House 3rd Floor Renovation,300224,New Jersey SPD,Project,2016,2016.OCT,,N,P,CP,015,,14 ,1," $10,365 "," $4,950 "," $80,090 "," $115,640 "," $7,759 "," $5,950 "," $1,334 "," $1,171 ", $852 , $(251), $18 , $378 , $24 , $12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161259,Fed Bank CW Riser & Strainer Replacement,300224,New Jersey SPD,Project,2016,2016.DEC,,N,P,CG,001,,26 ,2," $483,354 "," $399,395 "," $39,730 "," $193,032 "," $309,577 "," $29,466 "," $17,195 "," $6,893 "," $8,364 "," $(39,103)"," $5,136 "," $6,756 "," $10,240 "," $14,187 "," $24,359 "," $24,077 "," $21,321 "," $5,601 "," $9,425 "," $11,098 "," $2,636 "," $1,272 "," $1,753 ", $978 , $641 , $653 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
